Sr. No.,Date(dd/mm/yyyy),Startup Name,Industry Vertical,City / Location,Investors’ Name,InvestmentType,Amount (in USD),Remarks,Industry/ Vertical,Sub-Vertical,Invest-mentType,Date,Industry/Vertical,City,Investor Name,Investment Type,Amount(in USD),Unnamed: 0,Founding Date,Founders,Investors,Investment Stage,0,1,2,3,4,5,6,7,8,Amount_Cleaned,Date_Parsed,Year,Sector_Standardized,State_Standardized
43.0,12/08/2015,OneAssist,Credit Card Fraud protection solutions,Mumbai,"Sequoia Capital, Lightspeed Ventures",Private Equity,"7,500,000",Series B,,,,,,,,,,,,,,,,,,,,,,,,7500000.0,2015-12-08,2015.0,credit card fraud protection solutions,mumbai
44.0,12/08/2015,BigBasket,Online & mobile Grocery store,Bangalore,Bessemer Venture Partners,Private Equity,"50,000,000",Series C,,,,,,,,,,,,,,,,,,,,,,,,50000000.0,2015-12-08,2015.0,online & mobile grocery store,bangalore
45.0,12/08/2015,Sheroes,Career Community for Women,Noida,"Quintillion Media, 500 Startups",Seed Funding,"770,000",,,,,,,,,,,,,,,,,,,,,,,,,770000.0,2015-12-08,2015.0,career community for women,noida
46.0,12/08/2015,Scripbox,Mutual Fund Investing platform,Bangalore,"Accel Partners, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma",Private Equity,"2,500,000",Series A,,,,,,,,,,,,,,,,,,,,,,,,2500000.0,2015-12-08,2015.0,mutual fund investing platform,bangalore
47.0,13/08/2015,betaout,Ecommerce Marketing Software Platform,Noida,"Amit Ranjan, Vijay Shekhar Sharma, Kunal Bahl, Girish Mathrubootham &  Group of other Angel investors",Seed Funding,"500,000",,,,,,,,,,,,,,,,,,,,,,,,,500000.0,2015-08-13,2015.0,ecommerce marketing software platform,noida
48.0,13/08/2015,IFMR Holdings,Financial Inclusion platform,Chennai,"Accion, LeapFrog Investments, Lok Capital",Private Equity,"25,000,000",Series B,,,,,,,,,,,,,,,,,,,,,,,,25000000.0,2015-08-13,2015.0,financial inclusion platform,chennai
49.0,13/08/2015,Massblurb,Digital Marketing automation solution,Mumbai,"LetsVenture, Mumbai Angels",Seed Funding,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-08-13,2015.0,digital marketing automation solution,mumbai
50.0,13/08/2015,Agrostar,Mobile Commerce for Farmers,Pune,IDG Ventures,Private Equity,"4,000,000",Series A,,,,,,,,,,,,,,,,,,,,,,,,4000000.0,2015-08-13,2015.0,mobile commerce for farmers,pune
51.0,14/08/2015,VoxWeb,Picture based Social App,Mumbai,Jitendra Gupta & others,Seed Funding,"100,000",,,,,,,,,,,,,,,,,,,,,,,,,100000.0,2015-08-14,2015.0,picture based social app,mumbai
52.0,14/08/2015,Trukky,Logistics service platform,Ahmedabad,"Gujarat based angel investors, MMY co-Founder",Seed Funding,"245,000",,,,,,,,,,,,,,,,,,,,,,,,,245000.0,2015-08-14,2015.0,logistics service platform,ahmedabad
53.0,14/08/2015,VanityCube,On-Demand Beauty Services,New Delhi,Group of angel investors,Seed Funding,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-08-14,2015.0,on-demand beauty services,new delhi
54.0,17/08/2015,Edu4Share,Exam Preparation Platform,New Delhi,Nalin Jain & other angel investors,Seed Funding,"220,000",,,,,,,,,,,,,,,,,,,,,,,,,220000.0,2015-08-17,2015.0,exam preparation platform,new delhi
55.0,17/08/2015,YourStory,Startup Focused Online Publisher,Mumbai,"Ratan Tata, Vani Kola, T V Mohandas Pai, Karthee Madasamay",Seed Funding,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-08-17,2015.0,startup focused online publisher,mumbai
56.0,17/08/2015,Sampurnearth,Waste Management Solutions,Mumbai,"Intellecap Impact Investment Network, family office fund",Seed Funding,"160,000",,,,,,,,,,,,,,,,,,,,,,,,,160000.0,2015-08-17,2015.0,waste management solutions,mumbai
57.0,17/08/2015,Orobind,App based Fitness coaching,Bangalore,Existing & New Investors,Private Equity,,pre series A,,,,,,,,,,,,,,,,,,,,,,,,,2015-08-17,2015.0,app based fitness coaching,bangalore
58.0,17/08/2015,Fixy,On demand cleaning & fixing services,Mumbai,VentureNursery,Seed Funding,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-08-17,2015.0,on demand cleaning & fixing services,mumbai
59.0,17/08/2015,MSM Box,Beauty & Lifestyle platform,New Delhi,Rohit Goel,Seed Funding,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-08-17,2015.0,beauty & lifestyle platform,new delhi
60.0,17/08/2015,ShadowFax,on-demand delivery service,Gurgaon,"Kunal Bahl, Rohit Bansal, Zishaan Hayath, Prashant Malik",Seed Funding,"310,000",,,,,,,,,,,,,,,,,,,,,,,,,310000.0,2015-08-17,2015.0,on-demand delivery service,gurgaon
61.0,17/08/2015,Gadgets 360,Car & Bike ecommerce platform,New Delhi,One97 Communications,Private Equity,,Strategic Investment,,,,,,,,,,,,,,,,,,,,,,,,,2015-08-17,2015.0,car & bike ecommerce platform,new delhi
62.0,18/08/2015,Roposo,Fashion Discovery platform,Gurgaon,Tiger Global,Private Equity,"15,000,000",Series B,,,,,,,,,,,,,,,,,,,,,,,,15000000.0,2015-08-18,2015.0,fashion discovery platform,gurgaon
63.0,18/08/2015,IntelligenceNODE,Data Analytics Platform,Mumbai,"New Enterprise Associates, Orios Venture Partners",Private Equity,"4,200,000",Series A,,,,,,,,,,,,,,,,,,,,,,,,4200000.0,2015-08-18,2015.0,data analytics platform,mumbai
64.0,18/08/2015,HyperVerge,Deep Learning Cloud Algorithms,Chennai,"NEA, Milliways Ventures, Naya Ventures",Seed Funding,"1,000,000",,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,2015-08-18,2015.0,deep learning cloud algorithms,chennai
65.0,18/08/2015,Twyst,Location based engagement & rewards platform,Gurgaon,"Rohit Bhatia, Sunil Nikhar, Vaibhav Domkundwar, Siddharth Nautiyal",Seed Funding,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-08-18,2015.0,location based engagement & rewards platform,gurgaon
66.0,18/08/2015,IDfy,Online Identity Verification Services platform,Mumbai,"NEA, Blume Ventures & others",Private Equity,,Series A,,,,,,,,,,,,,,,,,,,,,,,,,2015-08-18,2015.0,online identity verification services platform,mumbai
67.0,18/08/2015,Zoojoo.be,Corporate Wellness App,Bangalore,RoundGlass Partners,Private Equity,"1,000,000",Series A,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,2015-08-18,2015.0,corporate wellness app,bangalore
68.0,19/08/2015,Fashionove,Fashion Search & Review Platform,Kolkata,Umesh Yadav,Seed Funding,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-08-19,2015.0,fashion search & review platform,kolkata
69.0,19/08/2015,TimeSaverz,"Hyperlocal Maintenance, Repair & Cleaning services",Mumbai,Unilazer Ventures,Private Equity,"2,400,000",,,,,,,,,,,,,,,,,,,,,,,,,2400000.0,2015-08-19,2015.0,"hyperlocal maintenance, repair & cleaning services",mumbai
70.0,19/08/2015,Envoged,pre-owned Luxury online apparel seller,Mumbai,"Manish Dhingra, Ankush Nijhawa, Gaurav Bhatnagar",Seed Funding,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-08-19,2015.0,pre-owned luxury online apparel seller,mumbai
71.0,19/08/2015,MebelKart,Online Furniture Marketplace,Bangalore,AskMe,Private Equity,"20,000,000",,,,,,,,,,,,,,,,,,,,,,,,,20000000.0,2015-08-19,2015.0,online furniture marketplace,bangalore
72.0,20/08/2015,LabsAdvisor,Online Diagnostic Tests Marketplace,New Delhi,Group of Angel Investors,Seed Funding,"156,000",,,,,,,,,,,,,,,,,,,,,,,,,156000.0,2015-08-20,2015.0,online diagnostic tests marketplace,new delhi
73.0,20/08/2015,Flatpebble,Online marketplace for Photographers,Hyderabad,Indian Angel Network,Seed Funding,"600,000",,,,,,,,,,,,,,,,,,,,,,,,,600000.0,2015-08-20,2015.0,online marketplace for photographers,hyderabad
74.0,20/08/2015,Bluegape.com,Visual Blogging platform,New Delhi,"ah! Ventures, Times Internet, Rudy Gopalakrishnan",Seed Funding,"600,000",,,,,,,,,,,,,,,,,,,,,,,,,600000.0,2015-08-20,2015.0,visual blogging platform,new delhi
75.0,21/08/2015,ePoise,Job Search Platform,Bangalore,"Orios Venture Partners, Amit Ranjan & others",Seed Funding,"500,000",,,,,,,,,,,,,,,,,,,,,,,,,500000.0,2015-08-21,2015.0,job search platform,bangalore
76.0,24/08/2015,Jolly Food Fellow,Food Customer analytics platform,Ahmedabad,The 1947,Seed Funding,"300,000",,,,,,,,,,,,,,,,,,,,,,,,,300000.0,2015-08-24,2015.0,food customer analytics platform,ahmedabad
77.0,24/08/2015,BookMeIn,Professional Service Appointment booking service,Mumbai,Ajmera Group of Companies,Seed Funding,"400,000",,,,,,,,,,,,,,,,,,,,,,,,,400000.0,2015-08-24,2015.0,professional service appointment booking service,mumbai
78.0,24/08/2015,iZofy,Scientific Horoscope Online Assistance platform,Kolkata,Prime Capital Markets Ltd,Seed Funding,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-08-24,2015.0,scientific horoscope online assistance platform,kolkata
79.0,24/08/2015,rBus,Tech enabled AC bus service,Mumbai,"India Quotient, Anupam Mittal & others",Seed Funding,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-08-24,2015.0,tech enabled ac bus service,mumbai
80.0,25/08/2015,Qyk App,On-Demand App based Professional service provider,Bangalore,"GrowX ventures, Tracxn Labs, Powai Lake Ventures, and Sahil Barua",Private Equity,"1,000,000",pre-series A,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,2015-08-25,2015.0,on-demand app based professional service provider,bangalore
81.0,25/08/2015,EazyDiner,Restaurant Reservation Platform,Gurgaon,"DSG Consumer Partners, Saama Capital",Private Equity,"3,000,000",Series A,,,,,,,,,,,,,,,,,,,,,,,,3000000.0,2015-08-25,2015.0,restaurant reservation platform,gurgaon
82.0,25/08/2015,RevX,Cross-channel CRM platform,Mumbai,"Norwest Venture Partners, Nexus Venture Partners, Helion Venture Partners, Draper Fisher Jurvetson, Peepul Capital",Private Equity,"4,000,000",Series A,,,,,,,,,,,,,,,,,,,,,,,,4000000.0,2015-08-25,2015.0,cross-channel crm platform,mumbai
83.0,25/08/2015,ICustomMadeIt,Professional Custom creators Marketplace,Pune,Group of Angel Investors,Seed Funding,"250,000",,,,,,,,,,,,,,,,,,,,,,,,,250000.0,2015-08-25,2015.0,professional custom creators marketplace,pune
84.0,26/08/2015,PickMyLaundry,on-Demand Washing & Dry-Cleaning,New Delhi,GHV Accelerator,Seed Funding,"100,000",,,,,,,,,,,,,,,,,,,,,,,,,100000.0,2015-08-26,2015.0,on-demand washing & dry-cleaning,new delhi
85.0,26/08/2015,Belita,On-Demand Beauty Service,Mumbai,"India Quotient, LetsVenture investors, Lead Angels",Seed Funding,"400,000",,,,,,,,,,,,,,,,,,,,,,,,,400000.0,2015-08-26,2015.0,on-demand beauty service,mumbai
86.0,26/08/2015,EzySolare,solar products and services marketplace,Ahmedabad,Infuse Ventures,Seed Funding,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-08-26,2015.0,solar products and services marketplace,ahmedabad
87.0,26/08/2015,FoodTalkIndia,Online Food Community Platform,Gurgaon,Undisclosed Investor,Seed Funding,"500,000",,,,,,,,,,,,,,,,,,,,,,,,,500000.0,2015-08-26,2015.0,online food community platform,gurgaon
88.0,27/08/2015,InstaSafe,Private Cloud Networks SAAS platform,Bangalore,Group of Investors,Seed Funding,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-08-27,2015.0,private cloud networks saas platform,bangalore
89.0,27/08/2015,Eazy Coach,Education Marketplace,Kolkata,Ravi Agarwal,Seed Funding,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-08-27,2015.0,education marketplace,kolkata
90.0,27/08/2015,Djubo.com,Cloud Based Hotel Sales Platform,New Delhi,Ibibo Group,Private Equity,,Strategic Investment,,,,,,,,,,,,,,,,,,,,,,,,,2015-08-27,2015.0,cloud based hotel sales platform,new delhi
91.0,28/08/2015,BetterButter.in,online recipe sharing platform,New Delhi,"Growx Ventures, Manish Singhal",Seed Funding,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-08-28,2015.0,online recipe sharing platform,new delhi
92.0,28/08/2015,Vyomo,Beauty & Lifestyle Mobile Marketplace,Bangalore,Rocket Internet,Private Equity,"2,000,000",Pre-Series A,,,,,,,,,,,,,,,,,,,,,,,,2000000.0,2015-08-28,2015.0,beauty & lifestyle mobile marketplace,bangalore
93.0,28/08/2015,RollMafia,QSR Restaurant Chain,Pune,Equentia Natural Resources,Seed Funding,"160,000",,,,,,,,,,,,,,,,,,,,,,,,,160000.0,2015-08-28,2015.0,qsr restaurant chain,pune
94.0,29/08/2015,iamwire,Digital Media publishing platform,Gurgaon,"Li Tao, Li Jian, Draphant Consultants, Nitin Garg, Saurabh Jain, Mohit Agarwal",Seed Funding,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-08-29,2015.0,digital media publishing platform,gurgaon
95.0,31/08/2015,DropKaffe,Online Coffee Delivery platform,Bangalore,"Manish Singhal, P39 Capital & Others",Seed Funding,"300,000",,,,,,,,,,,,,,,,,,,,,,,,,300000.0,2015-08-31,2015.0,online coffee delivery platform,bangalore
96.0,31/08/2015,Reverie,Language Localization Cloud platform,Bangalore,"Aspada Investment Advisors, Qualcomm Ventures",Private Equity,"4,000,000",Series A,,,,,,,,,,,,,,,,,,,,,,,,4000000.0,2015-08-31,2015.0,language localization cloud platform,bangalore
97.0,31/08/2015,Infinite Analytics,Big Data & predictive Analysis Platform,Mumbai,"Ratan Tata, Nikhil Vora & others",Private Equity,,Bridge Round,,,,,,,,,,,,,,,,,,,,,,,,,2015-08-31,2015.0,big data & predictive analysis platform,mumbai
98.0,31/08/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-08-31,2015.0,,
99.0,31/08/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-08-31,2015.0,,
1.0,01/12/2015,CollegeDekho,Online Education Information platform,Jaipur,GirnarSoft,Seed Funding,"1,000,000",,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,2015-01-12,2015.0,online education information platform,jaipur
2.0,01/12/2015,Black White Orange Brands,Brand Licensing Startup,Mumbai,YouWeCan Ventures,Seed Funding,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-01-12,2015.0,brand licensing startup,mumbai
3.0,01/12/2015,Biteclub,Gourmet Food Discovery & Delivery platform,Gurgaon,growX ventures,Private Equity,,Pre-Series A,,,,,,,,,,,,,,,,,,,,,,,,,2015-01-12,2015.0,gourmet food discovery & delivery platform,gurgaon
4.0,01/12/2015,Patel Logistics,Transportation & Logistics Platform,Mumbai,Frontline Strategy,Private Equity,"5,600,000",,,,,,,,,,,,,,,,,,,,,,,,,5600000.0,2015-01-12,2015.0,transportation & logistics platform,mumbai
5.0,01/12/2015,Wigzo,Enterprise Marketing Automation platform,New Delhi,"Aarin Capital Partners, TV Mohandas Pai",Seed Funding,"500,000",Pre-Series A,,,,,,,,,,,,,,,,,,,,,,,,500000.0,2015-01-12,2015.0,enterprise marketing automation platform,new delhi
6.0,01/12/2015,Zapluk,"Health, Wellness & Beauty Services App",Hyderabad,,Seed Funding,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-01-12,2015.0,"health, wellness & beauty services app",hyderabad
7.0,01/12/2015,Godof Hospitals,Digital Healthcare,New Delhi,Pankaj Gupta,Seed Funding,"2,000,000",,,,,,,,,,,,,,,,,,,,,,,,,2000000.0,2015-01-12,2015.0,digital healthcare,new delhi
8.0,02/12/2015,RoomsTonite,Last Minute Hotel Booking App,Bangalore,"Lashit Sanghvi, Nikhil Vora, Venkat Vardhan,Mohammed Bin Abdul Rehman Al Khalifa,  Ralph Berezan, Vissal Mathew,  Balamurali Krishna",Seed Funding,"1,500,000",,,,,,,,,,,,,,,,,,,,,,,,,1500000.0,2015-02-12,2015.0,last minute hotel booking app,bangalore
9.0,02/12/2015,Kaaryah,Womens Fashion Wear Portal,New Delhi,"The Saha Fund, TV Mohandas Pai",Private Equity,,Pre-Series A,,,,,,,,,,,,,,,,,,,,,,,,,2015-02-12,2015.0,womens fashion wear portal,new delhi
10.0,03/12/2015,Anakage,Product Learning platform,Bangalore,CIO Angel Network (CAN),Seed Funding,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-03-12,2015.0,product learning platform,bangalore
11.0,03/12/2015,EasyKhaana,Online Food ordering & Delivery platform,New Delhi,Undisclosed investors,Seed Funding,"100,000",,,,,,,,,,,,,,,,,,,,,,,,,100000.0,2015-03-12,2015.0,online food ordering & delivery platform,new delhi
12.0,03/12/2015,Shuttl,App based Bus Pooling Services,Gurgaon,"Sequoia Capital, Times Internet Ltd & One more Fund",Private Equity,"20,000,000",Series B,,,,,,,,,,,,,,,,,,,,,,,,20000000.0,2015-03-12,2015.0,app based bus pooling services,gurgaon
13.0,03/12/2015,Eckovation,Social Learning Platform,New Delhi,Chandigarh Angel Network (CAN),Seed Funding,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-03-12,2015.0,social learning platform,new delhi
14.0,03/12/2015,Fitcircle,Social Fitness platform,Mumbai,Beerud Sheth and Ravi Mantha,Seed Funding,,Pre-Series A,,,,,,,,,,,,,,,,,,,,,,,,,2015-03-12,2015.0,social fitness platform,mumbai
15.0,04/12/2015,Applop,On Demand Mobile app developer,Kolkata,GHV Accelerator,Seed Funding,"100,000",,,,,,,,,,,,,,,,,,,,,,,,,100000.0,2015-04-12,2015.0,on demand mobile app developer,kolkata
16.0,04/12/2015,CaRPM,Car Maintenance & Management mobile app,Gurgaon,GHV Accelerator,Seed Funding,"100,000",,,,,,,,,,,,,,,,,,,,,,,,,100000.0,2015-04-12,2015.0,car maintenance & management mobile app,gurgaon
17.0,04/12/2015,NDTV Wedding portal,Online Wedding Marketplace,New Delhi,CerraCap,Private Equity,"20,000,000",Series A,,,,,,,,,,,,,,,,,,,,,,,,20000000.0,2015-04-12,2015.0,online wedding marketplace,new delhi
18.0,04/12/2015,Splitkart,Splitting Bills Mobile App,New Delhi,"Rajesh Sawhney, Anupam Mittal, Dinesh Agarwal, Gaurav Gupta,",Seed Funding,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-12,2015.0,splitting bills mobile app,new delhi
19.0,07/12/2015,Zenatix,IOT Energy Management Analytics platform,Gurgaon,Blume Ventures,Private Equity,,Pre-Series A,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-12,2015.0,iot energy management analytics platform,gurgaon
20.0,07/12/2015,Customfurnish,Custom Made furniture e-tailer,Hyderabad,Agnus Capital,Private Equity,"4,500,000",Series A,,,,,,,,,,,,,,,,,,,,,,,,4500000.0,2015-07-12,2015.0,custom made furniture e-tailer,hyderabad
21.0,07/12/2015,Faasos,QSR Chain,Pune,"ru-Net, Sequoia Capital,  Lightbox Ventures",Private Equity,"30,000,000",Series C,,,,,,,,,,,,,,,,,,,,,,,,30000000.0,2015-07-12,2015.0,qsr chain,pune
22.0,07/12/2015,Vlurn,eLearning platform,Mumbai,Vidyadhar Sarfare,Seed Funding,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-12,2015.0,elearning platform,mumbai
23.0,07/12/2015,Leaf Wearables,Smart Safety Wearable Devices,New Delhi,"Ajeet Khurana Jinesh Shah, Vikram Chachra, Dr. Aniruddha Malpani",Seed Funding,"250,000",,,,,,,,,,,,,,,,,,,,,,,,,250000.0,2015-07-12,2015.0,smart safety wearable devices,new delhi
24.0,07/12/2015,Coolshare,Cab Sharing service Mobile app,Mumbai,Gopal Aggarwal,Seed Funding,"100,000",,,,,,,,,,,,,,,,,,,,,,,,,100000.0,2015-07-12,2015.0,cab sharing service mobile app,mumbai
25.0,08/12/2015,mFicient,Cloud Enterprise Mobility Platform,New Delhi,Undisclosed investors,Seed Funding,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-08-12,2015.0,cloud enterprise mobility platform,new delhi
26.0,08/12/2015,HeyBiz,Online Shopping Assistant Mobile app,New Delhi,Shopclues,Seed Funding,,Strategic Funding,,,,,,,,,,,,,,,,,,,,,,,,,2015-08-12,2015.0,online shopping assistant mobile app,new delhi
27.0,08/12/2015,Yumist,Home Cooked Food Order & Delivery platform,Gurgaon,"Unilazer Ventures, Orios Venture Partners, Steven Lurie",Private Equity,"2,000,000",Series A,,,,,,,,,,,,,,,,,,,,,,,,2000000.0,2015-08-12,2015.0,home cooked food order & delivery platform,gurgaon
28.0,09/12/2015,Jigsaw Academy,Online School for Analytics learning,Bangalore,Manipal Global Education Services,Private Equity,"3,000,000",Series A,,,,,,,,,,,,,,,,,,,,,,,,3000000.0,2015-09-12,2015.0,online school for analytics learning,bangalore
29.0,09/12/2015,JoeHukum,Chat based personal Assistant App,Gurgaon,"TracxnLabs, Jitendra Gupta, Prashant Tandon",Seed Funding,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-09-12,2015.0,chat based personal assistant app,gurgaon
30.0,09/12/2015,Voxweb,Picture creation & Social mobile app,Mumbai,Undisclosed Investor,Seed Funding,"350,000",,,,,,,,,,,,,,,,,,,,,,,,,350000.0,2015-09-12,2015.0,picture creation & social mobile app,mumbai
31.0,09/12/2015,Aye Finance,Nonbanking finance company,New Delhi,"SAIF Partners, Accion",Private Equity,"3,000,000",Series B,,,,,,,,,,,,,,,,,,,,,,,,3000000.0,2015-09-12,2015.0,nonbanking finance company,new delhi
32.0,09/12/2015,JumboBasket,eCommerce returns etailer,Chandigarh,Chandigarh Angels Network,Seed Funding,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-09-12,2015.0,ecommerce returns etailer,chandigarh
33.0,10/12/2015,BlackBuck,Online Freight Services Aggregator,Bangalore,"Tiger Global Management, Yuri Milner, Apoletto, Accel Partners, Flipkart",Private Equity,"25,000,000",Series B,,,,,,,,,,,,,,,,,,,,,,,,25000000.0,2015-10-12,2015.0,online freight services aggregator,bangalore
34.0,10/12/2015,HomeStudio,Online Branded Furniture etailer,Bangalore,Bren Corporation,Private Equity,"5,000,000",Series A,,,,,,,,,,,,,,,,,,,,,,,,5000000.0,2015-10-12,2015.0,online branded furniture etailer,bangalore
35.0,10/12/2015,PropheSee,Digital Analytics Platform,New Delhi,"Indian Angel Network, Stanford Angels, Entrepreneurs India",Seed Funding,"500,000",,,,,,,,,,,,,,,,,,,,,,,,,500000.0,2015-10-12,2015.0,digital analytics platform,new delhi
36.0,10/12/2015,i2e1,Internet Network Infrastructure Services,New Delhi,GrowX Ventures,Seed Funding,"500,000",,,,,,,,,,,,,,,,,,,,,,,,,500000.0,2015-10-12,2015.0,internet network infrastructure services,new delhi
37.0,10/12/2015,Holisol Logistics,Supply Chain & Logistics Solutions,New Delhi,CLSA Capital Partners ARIA IV Funds,Private Equity,"10,000,000",,,,,,,,,,,,,,,,,,,,,,,,,10000000.0,2015-10-12,2015.0,supply chain & logistics solutions,new delhi
38.0,10/12/2015,Stay Simple Resorts,Holiday Resort Chain,Bangalore,"Mr. Sudhir & Ms. Shalini Sethi, Mr. Praveen Someshwar",Seed Funding,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-10-12,2015.0,holiday resort chain,bangalore
39.0,10/12/2015,Paynear,Mobile Point of Sale solutions,Hyderabad,Mitesh Majithia,Private Equity,"2,500,000",Pre-Series A,,,,,,,,,,,,,,,,,,,,,,,,2500000.0,2015-10-12,2015.0,mobile point of sale solutions,hyderabad
40.0,10/12/2015,Chillr,Peer-to-Peer Money Transfer & Recharge App,Mumbai,"Sequoia Capital, Blume Ventures, Uniqorn Ventures and other",Private Equity,"7,000,0000",Series A,,,,,,,,,,,,,,,,,,,,,,,,70000000.0,2015-10-12,2015.0,peer-to-peer money transfer & recharge app,mumbai
41.0,11/12/2015,EureQa,Test Automation SAAS platform,Hyderabad/USA,"Sashi Reddi, Gabriel Investments",Seed Funding,"600,000",,,,,,,,,,,,,,,,,,,,,,,,,600000.0,2015-11-12,2015.0,test automation saas platform,hyderabad/usa
42.0,11/12/2015,LocalCircles,Citizens Engagement Platform,Noida,Anand Mahindra,Private Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-11-12,2015.0,citizens engagement platform,noida
43.0,11/12/2015,GetFocus,Indoor Navigation & Analytics Solutions,Mumbai,Undisclosed investors,Seed Funding,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-11-12,2015.0,indoor navigation & analytics solutions,mumbai
44.0,11/12/2015,UrbanClap,Hyperlocal On-Demand Household Services platform,Gurgaon,Ratan Tata,Private Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-11-12,2015.0,hyperlocal on-demand household services platform,gurgaon
45.0,11/12/2015,OnlineRTI,Online RTI application services,Bangalore,"LetsVenture, Mohandas Pai",Seed Funding,"150,000",,,,,,,,,,,,,,,,,,,,,,,,,150000.0,2015-11-12,2015.0,online rti application services,bangalore
